,Dengue,Dengue_sma7,Acumulado_21,Acumulado,Populacao,Rt,Susceptiveis,Densidade_Dem,Precipitacao_sma7,Temp_med_7sma,Temp_min_7sma,Umidade_7sma,Vento_mps_7sma
81,101,76.4,1385,2667,2363891,1.34,2361224,7567,4.6,27.0,24.0,81.5,2.0
82,74,82.9,1423,2741,2363891,1.45,2361150,7567,6.4,27.3,23.9,79.8,2.2
83,76,84.4,1465,2817,2363891,1.4,2361074,7567,7.2,27.4,24.1,79.2,2.4
84,110,92.4,1489,2927,2364500,1.53,2361573,7569,7.1,27.4,24.1,78.8,2.4
85,66,83.6,1491,2993,2364500,1.21,2361507,7569,6.1,27.2,24.1,79.4,2.5
86,116,85.6,1482,3109,2364500,1.12,2361391,7569,7.7,27.2,24.1,80.1,2.6
87,124,95.3,1555,3233,2364500,1.3,2361267,7569,7.4,27.3,24.1,79.4,2.6
88,83,92.7,1582,3316,2364500,1.21,2361184,7569,6.7,27.4,24.3,78.4,2.6
89,28,86.1,1583,3344,2364500,1.04,2361156,7569,4.1,27.5,24.4,78.2,2.7
90,27,79.1,1568,3371,2364500,0.94,2361129,7569,2.6,27.7,24.5,77.3,2.8
91,130,82.0,1644,3501,2365109,0.89,2361608,7571,2.6,27.8,24.6,76.3,2.7
92,71,82.7,1649,3572,2365109,0.99,2361537,7571,2.8,28.1,24.6,74.7,2.9
93,111,82.0,1708,3683,2365109,0.96,2361426,7571,1.3,28.1,24.6,74.0,2.9
94,34,69.1,1663,3717,2365109,0.73,2361392,7571,1.6,28.1,24.7,74.3,2.9
95,46,63.9,1631,3763,2365109,0.69,2361346,7571,1.6,28.2,24.8,74.7,2.9
96,32,64.4,1634,3795,2365109,0.75,2361314,7571,1.3,28.3,24.9,74.6,2.8
97,30,64.9,1599,3825,2365109,0.82,2361284,7571,1.3,28.2,24.8,74.9,2.6
98,163,69.6,1708,3988,2365718,0.85,2361730,7573,2.4,28.1,24.8,76.1,2.7
99,143,79.9,1723,4131,2365718,0.97,2361587,7573,4.2,28.0,24.9,77.6,2.4
100,170,88.3,1791,4301,2365718,1.08,2361417,7573,5.9,27.8,24.7,78.8,2.4
101,149,104.7,1884,4450,2365718,1.51,2361268,7573,6.5,27.6,24.5,79.3,2.3
105,166,120.9,1907,4834,2366327,1.74,2361493,7574,13.3,27.0,23.7,80.6,2.4
106,164,123.9,2005,4998,2366327,1.55,2361329,7574,12.8,26.9,23.7,81.0,2.4
109,144,127.3,2136,5452,2366327,1.12,2360875,7574,11.4,26.8,23.7,82.7,2.3
114,208,140.7,2476,6159,2366936,1.13,2360777,7576,12.9,26.3,23.7,85.0,1.8
117,69,151.0,2774,6569,2366936,1.19,2360367,7576,9.0,26.1,23.8,86.8,1.5
118,47,152.7,2791,6616,2366936,1.22,2360320,7576,9.0,26.1,23.8,86.7,1.5
119,180,147.9,2808,6796,2367544,1.12,2360748,7578,9.9,26.0,23.5,86.7,1.4
120,55,128.6,2720,6851,2367544,0.94,2360693,7578,8.8,26.1,23.5,85.4,1.5
121,181,124.7,2731,7032,2367544,0.89,2360512,7578,13.6,26.2,23.5,85.1,1.6
123,196,126.6,2825,7386,2367544,0.85,2360158,7578,13.0,26.5,23.5,82.7,1.9
124,37,122.0,2799,7423,2367544,0.81,2360121,7578,11.0,26.5,23.4,81.6,2.0
126,208,125.0,2837,7671,2368153,0.85,2360482,7580,13.4,26.7,23.6,80.5,2.3
127,207,146.7,2880,7878,2368153,1.14,2360275,7580,13.6,26.8,23.7,80.7,2.3
128,233,154.1,2937,8111,2368153,1.24,2360042,7580,8.1,26.9,23.9,79.7,2.3
129,113,147.7,2916,8224,2368153,1.18,2359929,7580,4.8,26.9,23.9,78.9,2.3
130,122,137.1,2894,8346,2368153,1.08,2359807,7580,4.7,27.0,23.8,78.2,2.3
131,74,142.4,2908,8420,2368153,1.17,2359733,7580,4.3,27.2,24.0,77.1,2.4
132,22,139.9,2895,8442,2368153,1.16,2359711,7580,3.7,27.2,24.0,76.9,2.3
133,163,133.4,2844,8605,2368762,1.07,2360157,7582,3.9,27.1,24.2,77.3,2.2
134,220,135.3,2874,8825,2368762,0.92,2359937,7582,3.6,27.1,24.0,77.2,2.4
135,269,140.4,2935,9094,2368762,0.91,2359668,7582,3.6,27.1,23.9,77.5,2.4
136,119,141.3,2899,9213,2368762,0.96,2359549,7582,3.6,27.2,23.9,77.3,2.6
137,169,148.0,2882,9382,2368762,1.08,2359380,7582,3.6,27.1,23.9,77.0,2.6
138,40,143.1,2853,9422,2368762,1.01,2359340,7582,3.6,27.1,23.8,77.6,2.8
139,36,145.1,2842,9458,2368762,1.04,2359304,7582,0.3,27.1,23.9,76.9,2.9
140,234,155.3,2896,9692,2369371,1.16,2359679,7584,0.7,27.2,23.9,77.0,2.9
141,126,141.9,2967,9818,2369371,1.05,2359553,7584,0.9,27.2,24.0,77.1,2.8
142,146,124.3,2932,9964,2369371,0.89,2359407,7584,1.0,27.2,24.0,77.0,2.8
143,116,123.9,2890,10080,2369371,0.88,2359291,7584,1.3,27.1,24.1,78.1,2.7
144,125,117.6,2819,10205,2369371,0.79,2359166,7584,3.0,27.2,24.3,79.5,2.5
145,38,117.3,2820,10243,2369371,0.82,2359128,7584,3.4,27.1,24.3,79.9,2.2
146,30,116.4,2810,10273,2369371,0.8,2359098,7584,3.3,26.9,24.2,80.2,2.2
147,252,119.0,2854,10525,2369980,0.77,2359455,7586,2.8,26.9,24.0,80.4,2.1
148,187,127.7,2834,10712,2369980,0.9,2359268,7586,2.7,26.9,24.0,80.0,2.3
149,198,135.1,2799,10910,2369980,1.09,2359070,7586,2.6,26.9,24.0,79.3,2.3
150,152,140.3,2838,11062,2369980,1.13,2358918,7586,4.5,27.1,24.1,78.9,2.5
151,156,144.7,2872,11218,2369980,1.23,2358762,7586,2.8,27.0,24.0,78.0,2.8
152,136,158.7,2934,11354,2369980,1.35,2358626,7586,2.4,27.0,23.8,77.6,2.8
153,30,158.7,2942,11384,2369980,1.36,2358596,7586,2.7,26.9,23.8,78.0,2.7
154,212,153.0,2991,11596,2370589,1.29,2358993,7588,3.0,26.9,23.7,77.9,2.8
155,136,145.7,2907,11732,2370589,1.14,2358857,7588,2.9,26.9,23.8,77.7,2.7
156,168,141.4,2806,11900,2370589,1.05,2358689,7588,5.9,26.7,23.5,78.6,2.4
157,75,130.4,2762,11975,2370589,0.93,2358614,7588,3.8,26.5,23.3,78.3,2.2
158,133,127.1,2726,12108,2370589,0.88,2358481,7588,3.8,26.6,23.3,78.3,2.1
159,120,124.9,2806,12228,2370589,0.79,2358361,7588,5.8,26.4,23.4,79.2,2.1
160,100,134.9,2870,12328,2370589,0.85,2358261,7588,5.6,26.5,23.3,78.8,2.1
161,242,139.1,2878,12570,2371198,0.91,2358628,7590,5.7,26.5,23.3,77.7,2.1
162,124,137.4,2876,12694,2371198,0.94,2358504,7590,5.7,26.4,23.2,77.7,2.2
163,159,136.1,2889,12853,2371198,0.96,2358345,7590,2.9,26.4,23.2,77.3,2.6
164,138,145.1,2911,12991,2371198,1.11,2358207,7590,3.3,26.4,23.2,77.3,2.9
165,212,156.4,2998,13203,2371198,1.23,2357995,7590,3.3,26.3,23.0,77.0,3.0
166,80,150.7,3040,13283,2371198,1.21,2357915,7590,1.3,26.4,22.9,75.8,3.1
167,51,143.7,3061,13334,2371198,1.07,2357864,7590,1.1,26.4,23.1,76.3,3.3
168,248,144.6,3057,13582,2371807,1.04,2358225,7592,1.9,26.3,23.1,76.7,3.4
169,141,147.0,3011,13723,2371807,1.07,2358084,7592,1.9,26.4,23.1,76.2,3.5
170,129,142.7,2942,13852,2371807,1.05,2357955,7592,1.7,26.4,23.2,75.7,3.4
171,88,135.6,2878,13940,2371807,0.93,2357867,7592,1.1,26.4,23.0,75.1,3.4
172,124,123.0,2846,14064,2371807,0.79,2357743,7592,1.1,26.4,22.9,74.9,3.4
173,68,121.3,2778,14132,2371807,0.8,2357675,7592,1.1,26.4,23.2,74.8,3.3
174,28,118.0,2776,14160,2371807,0.82,2357647,7592,1.1,26.5,23.1,74.2,3.2
175,200,111.1,2764,14360,2372416,0.77,2358056,7594,0.0,26.4,23.1,73.7,3.2
176,120,108.1,2748,14480,2372416,0.74,2357936,7594,0.0,26.3,22.8,73.3,3.3
177,186,116.3,2766,14666,2372416,0.81,2357750,7594,0.0,26.2,22.6,73.4,3.3
178,69,113.6,2760,14735,2372416,0.84,2357681,7594,0.3,26.2,22.7,74.0,3.2
179,129,114.3,2756,14864,2372416,0.93,2357552,7594,0.7,26.2,22.7,74.5,3.1
180,66,114.0,2702,14930,2372416,0.94,2357486,7594,0.7,26.1,22.5,74.7,3.1
181,20,112.9,2622,14950,2372416,0.96,2357466,7594,0.7,26.3,22.5,74.2,3.1
182,128,102.6,2508,15078,2373025,0.92,2357947,7596,0.7,26.4,22.6,74.6,3.1
183,126,103.4,2510,15204,2373025,0.96,2357821,7596,0.7,26.5,22.7,75.0,2.8
184,122,94.3,2473,15326,2373025,0.81,2357699,7596,0.7,26.6,22.9,74.0,2.8
185,111,100.3,2446,15437,2373025,0.88,2357588,7596,0.3,26.5,22.7,73.8,2.7
186,112,97.9,2346,15549,2373025,0.86,2357476,7596,0.0,26.6,22.7,73.7,2.8
187,78,99.6,2344,15627,2373025,0.87,2357398,7596,0.0,26.6,22.5,73.5,2.9
188,56,104.7,2349,15683,2373025,0.93,2357342,7596,0.0,26.5,22.5,73.9,3.1
189,136,105.9,2237,15819,2373634,1.03,2357815,7598,0.0,26.5,22.5,73.8,3.3
190,130,106.4,2226,15949,2373634,1.03,2357685,7598,0.0,26.5,22.6,73.9,3.4
191,132,107.9,2229,16081,2373634,1.14,2357553,7598,0.0,26.5,22.7,74.3,3.6
192,116,108.6,2257,16197,2373634,1.08,2357437,7598,0.0,26.6,22.8,73.8,3.6
193,128,110.9,2261,16325,2373634,1.13,2357309,7598,0.5,26.6,23.1,74.7,3.5
194,86,112.0,2279,16411,2373634,1.12,2357223,7598,0.5,26.7,23.3,75.4,3.5
195,26,107.7,2277,16437,2373634,1.03,2357197,7598,0.9,26.7,23.4,75.3,3.6
196,166,112.0,2243,16603,2374243,1.06,2357640,7600,1.1,26.6,23.4,75.8,3.6
197,118,110.3,2241,16721,2374243,1.04,2357522,7600,1.1,26.6,23.4,75.8,3.5
198,159,114.1,2214,16880,2374243,1.06,2357363,7600,1.1,26.6,23.3,76.5,3.2
199,86,109.9,2231,16966,2374243,1.01,2357277,7600,1.1,26.7,23.5,76.3,3.3
200,142,111.9,2244,17108,2374243,1.01,2357135,7600,0.6,26.7,23.4,75.2,3.3
201,26,103.3,2204,17134,2374243,0.92,2357109,7600,0.6,26.6,23.3,74.3,3.3
202,34,104.4,2218,17168,2374243,0.97,2357075,7600,0.2,26.5,23.0,74.5,3.0
203,160,103.6,2250,17328,2374852,0.92,2357524,7602,5.8,26.3,22.9,76.1,2.6
204,121,104.0,2245,17449,2374852,0.94,2357403,7602,6.2,26.2,22.9,75.9,2.6
205,128,99.6,2251,17577,2374852,0.87,2357275,7602,6.2,26.1,22.9,76.3,2.7
206,126,105.3,2266,17703,2374852,0.96,2357149,7602,6.2,26.0,22.8,77.6,2.7
207,132,103.9,2286,17835,2374852,0.93,2357017,7602,6.2,26.0,23.0,78.8,2.7
208,30,104.4,2238,17865,2374852,1.01,2356987,7602,6.3,26.1,23.2,78.3,2.7
209,28,103.6,2210,17893,2374852,0.99,2356959,7602,6.3,26.2,23.3,77.7,2.8
210,129,99.1,2203,18022,2375460,0.96,2357438,7604,0.5,26.4,23.4,75.7,2.9
211,88,94.4,2161,18110,2375460,0.91,2357350,7604,0.1,26.5,23.4,75.1,2.9
212,151,97.7,2180,18261,2375460,0.98,2357199,7604,0.1,26.6,23.5,73.8,3.0
213,78,90.9,2142,18339,2375460,0.86,2357121,7604,0.1,26.6,23.5,72.2,3.1
214,90,84.9,2104,18429,2375460,0.82,2357031,7604,0.1,26.6,23.1,70.4,3.1
215,56,88.6,2074,18485,2375460,0.85,2356975,7604,0.0,26.6,22.8,70.5,3.3
216,16,86.9,2064,18501,2375460,0.84,2356959,7604,0.0,26.6,22.8,70.1,3.3
217,105,83.4,2003,18606,2376069,0.84,2357463,7606,0.0,26.6,22.7,69.7,3.6
218,79,82.1,1964,18685,2376069,0.87,2357384,7606,0.0,26.6,22.8,69.5,3.6
219,101,75.0,1906,18786,2376069,0.77,2357283,7606,0.0,26.5,22.7,69.4,3.6
220,62,72.7,1882,18848,2376069,0.8,2357221,7606,0.0,26.5,22.6,69.1,3.8
221,55,67.7,1795,18903,2376069,0.8,2357166,7606,0.0,26.6,22.6,69.1,4.0
222,26,63.4,1795,18929,2376069,0.72,2357140,7606,0.0,26.7,22.8,69.5,4.0
223,12,62.9,1773,18941,2376069,0.72,2357128,7606,0.0,26.6,22.8,69.5,4.2
224,121,65.1,1734,19062,2376678,0.78,2357616,7608,0.0,26.6,22.8,68.8,4.1
225,53,61.4,1666,19115,2376678,0.75,2357563,7608,0.0,26.5,22.5,69.0,4.3
226,70,57.0,1608,19185,2376678,0.76,2357493,7608,0.0,26.3,22.3,68.4,4.2
227,59,56.6,1541,19244,2376678,0.78,2357434,7608,0.0,26.3,22.3,68.3,4.4
228,63,57.7,1472,19307,2376678,0.85,2357371,7608,0.0,26.3,22.4,68.4,4.3
229,37,59.3,1479,19344,2376678,0.93,2357334,7608,0.0,26.3,22.3,67.5,4.3
230,26,61.3,1477,19370,2376678,0.98,2357308,7608,0.0,26.3,22.5,67.3,4.3
231,100,58.3,1448,19470,2377287,0.89,2357817,7610,0.0,26.3,22.6,68.1,4.2
232,54,58.4,1414,19524,2377287,0.95,2357763,7610,0.1,26.4,22.9,68.8,4.3
233,59,56.9,1322,19583,2377287,1.0,2357704,7610,0.1,26.6,23.4,68.9,4.3
234,30,52.7,1274,19613,2377287,0.93,2357674,7610,0.1,26.6,23.6,69.0,4.0
235,61,52.4,1245,19674,2377287,0.91,2357613,7610,0.1,26.5,23.4,69.4,3.9
236,26,50.9,1215,19700,2377287,0.86,2357587,7610,0.1,26.6,23.4,70.6,3.9
237,12,48.9,1211,19712,2377287,0.8,2357575,7610,0.1,26.6,23.3,70.2,3.8
238,110,50.3,1216,19822,2377896,0.86,2358074,7612,0.1,26.6,23.2,69.3,3.8
239,70,52.6,1207,19892,2377896,0.9,2358004,7612,0.1,26.5,23.0,69.1,3.7
240,67,53.7,1173,19959,2377896,0.94,2357937,7612,0.1,26.5,22.8,68.6,3.8
241,16,51.7,1127,19975,2377896,0.98,2357921,7612,0.0,26.6,22.7,69.0,4.0
242,48,49.9,1120,20023,2377896,0.95,2357873,7612,0.0,26.7,22.9,68.3,4.2
243,18,48.7,1112,20041,2377896,0.96,2357855,7612,0.0,26.7,22.8,67.2,4.1
244,18,49.6,1118,20059,2377896,1.01,2357837,7612,0.0,26.7,23.0,67.1,4.2
245,58,42.1,1055,20117,2378505,0.84,2358388,7613,0.0,26.7,22.9,66.9,4.3
246,54,39.9,1056,20171,2378505,0.76,2358334,7613,0.0,26.7,22.9,66.2,4.2
247,64,39.4,1050,20235,2378505,0.73,2358270,7613,0.0,26.7,23.0,67.3,4.2
248,20,40.0,1011,20255,2378505,0.77,2358250,7613,0.4,26.7,22.9,67.7,4.1
249,20,36.0,968,20275,2378505,0.72,2358230,7613,0.4,26.6,22.8,67.8,4.0
250,16,35.7,947,20291,2378505,0.73,2358214,7613,0.4,26.7,23.0,68.4,3.9
251,10,34.6,931,20301,2378505,0.7,2358204,7613,0.4,26.6,22.9,68.4,3.8
252,107,41.6,938,20408,2379114,0.99,2358706,7615,0.4,26.7,23.1,68.8,3.8
253,39,39.4,923,20447,2379114,0.99,2358667,7615,0.4,26.8,23.2,68.4,3.8
254,60,38.9,924,20507,2379114,0.99,2358607,7615,0.4,26.8,22.9,67.6,4.0
255,26,39.7,920,20533,2379114,0.99,2358581,7615,0.0,26.9,23.2,66.8,4.0
256,40,42.6,899,20573,2379114,1.18,2358541,7615,0.0,26.9,23.2,66.7,4.0
257,33,45.0,906,20606,2379114,1.26,2358508,7615,0.0,26.9,23.2,66.4,4.1
258,11,45.1,905,20617,2379114,1.31,2358497,7615,0.0,26.9,23.2,66.6,4.1
259,78,41.0,873,20695,2379723,0.99,2359028,7617,0.0,26.8,23.2,67.8,3.8
260,30,39.7,833,20725,2379723,1.01,2358998,7617,0.0,26.8,23.4,68.8,3.8
261,57,39.3,823,20782,2379723,1.01,2358941,7617,0.1,26.9,23.7,69.3,3.7
262,24,39.0,831,20806,2379723,0.98,2358917,7617,0.1,26.9,23.7,69.5,3.7
263,54,41.0,837,20860,2379723,0.96,2358863,7617,0.1,27.0,24.1,69.4,3.9
264,22,39.4,841,20882,2379723,0.88,2358841,7617,0.1,27.0,24.1,69.2,3.9
265,10,39.3,833,20892,2379723,0.87,2358831,7617,0.1,27.0,24.1,68.8,4.0
266,41,34.0,816,20933,2380332,0.83,2359399,7619,0.1,27.0,23.9,67.4,4.2
267,31,34.1,793,20964,2380332,0.86,2359368,7619,0.0,26.9,23.6,67.7,4.2
268,35,31.0,764,20999,2380332,0.79,2359333,7619,0.0,26.9,23.7,67.3,4.1
269,25,31.1,769,21024,2380332,0.8,2359308,7619,0.0,26.9,23.5,66.9,4.3
270,26,27.1,775,21050,2380332,0.66,2359282,7619,0.0,26.9,23.3,66.4,4.2
271,24,27.4,783,21074,2380332,0.7,2359258,7619,0.0,26.9,23.4,66.6,4.3
272,6,26.9,779,21080,2380332,0.68,2359252,7619,0.0,26.9,23.4,66.8,4.4
273,42,27.0,714,21122,2380941,0.79,2359819,7621,0.0,26.9,23.6,66.8,4.3
274,26,26.3,701,21148,2380941,0.77,2359793,7621,0.0,26.9,23.8,66.2,4.4
275,28,25.3,669,21176,2380941,0.82,2359765,7621,0.0,27.0,23.6,66.5,4.5
276,26,25.4,669,21202,2380941,0.82,2359739,7621,0.0,27.0,23.9,67.2,4.4
277,18,24.3,647,21220,2380941,0.89,2359721,7621,0.0,26.9,23.9,68.2,4.2
278,2,21.1,616,21222,2380941,0.77,2359719,7621,0.0,26.8,23.9,68.4,4.1
279,2,20.6,607,21224,2380941,0.77,2359717,7621,0.0,26.9,24.1,68.4,4.1
280,34,19.4,563,21258,2381550,0.72,2360292,7623,0.0,26.9,24.1,69.0,4.3
281,36,20.9,569,21294,2381550,0.79,2360256,7623,0.1,26.8,24.0,69.2,4.4
282,37,22.1,549,21331,2381550,0.88,2360219,7623,0.1,26.8,23.9,69.3,4.4
283,32,23.0,557,21363,2381550,0.9,2360187,7623,0.1,26.7,23.6,68.8,4.3
284,18,23.0,521,21381,2381550,0.95,2360169,7623,0.1,26.8,23.7,68.7,4.5
285,12,24.4,511,21393,2381550,1.16,2360157,7623,0.1,26.9,23.9,68.9,4.5
286,6,25.0,507,21399,2381550,1.22,2360151,7623,0.1,26.9,23.8,68.7,4.5
287,69,30.0,535,21468,2382159,1.54,2360691,7625,0.1,27.0,24.0,68.4,4.4
288,18,27.4,522,21486,2382159,1.32,2360673,7625,0.0,27.1,23.9,68.2,4.3
289,51,29.4,538,21537,2382159,1.33,2360622,7625,0.1,27.0,24.0,68.6,4.1
290,20,27.7,533,21557,2382159,1.2,2360602,7625,0.1,27.0,24.1,69.2,4.2
291,48,32.0,555,21605,2382159,1.39,2360554,7625,0.1,27.1,24.2,69.3,4.1
292,6,31.1,537,21611,2382159,1.27,2360548,7625,0.1,27.1,24.2,69.6,3.9
293,6,31.1,537,21617,2382159,1.25,2360542,7625,0.1,27.2,24.2,70.4,3.8
294,48,28.1,543,21665,2382768,0.94,2361103,7627,0.1,27.2,24.2,70.8,3.8
295,40,31.3,557,21705,2382768,1.14,2361063,7627,0.1,27.3,24.5,71.2,3.7
296,36,29.1,565,21741,2382768,0.99,2361027,7627,0.0,27.4,24.6,70.5,3.9
297,29,30.4,568,21770,2382768,1.1,2360998,7627,0.0,27.6,24.7,69.3,4.0
298,34,28.4,584,21804,2382768,0.89,2360964,7627,0.0,27.5,24.5,68.5,3.9
299,18,30.1,600,21822,2382768,0.97,2360946,7627,0.0,27.5,24.4,68.6,3.9
300,6,30.1,604,21828,2382768,0.97,2360940,7627,0.0,27.5,24.5,68.9,4.0
301,41,29.1,611,21869,2383376,1.04,2361507,7629,0.0,27.5,24.5,68.7,4.0
302,46,30.0,621,21915,2383376,0.96,2361461,7629,0.0,27.5,24.5,68.1,4.1
303,49,31.9,633,21964,2383376,1.09,2361412,7629,0.0,27.5,24.4,68.6,4.0
304,17,30.1,618,21981,2383376,0.99,2361395,7629,0.1,27.5,24.6,70.3,3.9
305,6,26.1,606,21987,2383376,0.92,2361389,7629,0.1,27.5,24.9,71.1,3.8
306,8,24.7,602,21995,2383376,0.82,2361381,7629,0.1,27.6,25.1,70.6,3.8
307,14,25.9,610,22009,2383376,0.86,2361367,7629,0.1,27.6,25.2,69.9,3.7
308,66,29.4,607,22075,2383985,1.01,2361910,7631,0.1,27.6,25.2,69.7,3.9
309,43,29.0,632,22118,2383985,0.97,2361867,7631,0.0,27.6,25.2,69.9,4.0
310,52,29.4,633,22170,2383985,0.92,2361815,7631,0.0,27.6,25.1,69.0,4.0
311,30,31.3,643,22200,2383985,1.04,2361785,7631,0.0,27.7,25.1,68.2,4.0
312,24,33.9,619,22224,2383985,1.3,2361761,7631,0.0,27.7,24.8,67.4,4.2
313,20,35.6,633,22244,2383985,1.44,2361741,7631,0.0,27.7,24.7,67.3,4.2
314,8,34.7,635,22252,2383985,1.34,2361733,7631,0.0,27.7,24.7,67.5,4.2
315,50,32.4,637,22302,2384594,1.1,2362292,7633,0.0,27.7,24.7,68.2,3.9
316,33,31.0,630,22335,2384594,1.07,2362259,7633,0.0,27.7,24.8,67.9,3.9
317,48,30.4,642,22383,2384594,1.03,2362211,7633,0.2,27.6,24.8,69.2,3.9
318,4,26.7,617,22387,2384594,0.85,2362207,7633,0.2,27.5,24.7,69.5,3.9
319,38,28.7,621,22425,2384594,0.85,2362169,7633,0.2,27.6,25.0,70.1,4.0
320,16,28.1,619,22441,2384594,0.79,2362153,7633,0.2,27.6,25.0,69.9,4.3
321,12,28.7,625,22453,2384594,0.83,2362141,7633,0.2,27.6,24.7,69.6,4.3
322,56,29.6,640,22509,2385203,0.91,2362694,7635,0.2,27.6,24.6,69.5,4.6
323,38,30.3,632,22547,2385203,0.98,2362656,7635,0.2,27.6,24.7,70.0,4.6
324,40,29.1,623,22587,2385203,0.96,2362616,7635,0.1,27.7,24.9,70.5,4.5
325,33,33.3,639,22620,2385203,1.25,2362583,7635,0.2,27.7,24.8,70.9,4.3
326,48,34.7,681,22668,2385203,1.21,2362535,7635,0.2,27.6,24.6,71.3,4.1
327,12,34.1,685,22680,2385203,1.21,2362523,7635,0.4,27.6,24.7,72.5,3.8
328,6,33.3,677,22686,2385203,1.16,2362517,7635,0.4,27.6,24.9,72.9,3.8
329,50,32.4,661,22736,2385812,1.1,2363076,7637,0.4,27.7,25.0,72.9,3.6
330,56,35.0,674,22792,2385812,1.16,2363020,7637,0.4,27.7,24.8,73.1,3.4
331,52,36.7,674,22844,2385812,1.26,2362968,7637,0.3,27.7,24.8,72.8,3.4
332,25,35.6,669,22869,2385812,1.07,2362943,7637,0.2,27.7,24.7,72.7,3.7
333,46,35.3,691,22915,2385812,1.02,2362897,7637,0.2,27.8,25.0,72.9,3.6
334,14,35.6,685,22929,2385812,1.04,2362883,7637,0.0,27.8,25.1,72.9,3.7
335,17,37.1,694,22946,2385812,1.12,2362866,7637,0.0,27.9,25.2,73.0,3.8
336,57,38.1,701,23003,2386421,1.18,2363418,7639,0.0,27.9,25.1,73.0,3.9
337,32,34.7,700,23035,2386421,0.99,2363386,7639,0.0,27.9,25.1,73.3,3.9
338,76,38.1,728,23111,2386421,1.04,2363310,7639,0.0,28.0,25.3,73.6,3.9
339,29,38.7,753,23140,2386421,1.09,2363281,7639,0.0,27.9,25.5,74.5,3.7
340,40,37.9,755,23180,2386421,1.07,2363241,7639,0.1,27.9,25.4,74.5,3.8
341,6,36.7,745,23186,2386421,1.03,2363235,7639,0.2,27.9,25.3,74.4,3.8
342,14,36.3,747,23200,2386421,0.98,2363221,7639,0.2,27.9,25.2,74.4,3.7
343,60,36.7,751,23260,2387030,0.96,2363770,7641,0.4,27.8,25.2,75.2,3.7
344,30,36.4,743,23290,2387030,1.05,2363740,7641,0.4,27.9,25.3,74.6,3.8
345,58,33.9,761,23348,2387030,0.89,2363682,7641,2.4,27.7,24.9,74.6,3.8
346,42,35.7,770,23390,2387030,0.92,2363640,7641,3.5,27.6,24.8,74.1,3.9
347,35,35.0,757,23425,2387030,0.92,2363605,7641,4.3,27.4,24.5,74.5,3.8
348,12,35.9,757,23437,2387030,0.98,2363593,7641,4.2,27.4,24.4,74.7,3.8
349,9,35.1,760,23446,2387030,0.97,2363584,7641,4.7,27.4,24.6,75.7,3.6
350,52,34.0,762,23498,2387639,0.93,2364141,7643,4.5,27.4,24.5,75.5,3.5
351,24,33.1,730,23522,2387639,0.91,2364117,7643,4.4,27.4,24.2,76.1,3.4
352,61,33.6,739,23583,2387639,0.99,2364056,7643,2.5,27.4,24.4,76.3,3.5
353,39,33.1,753,23622,2387639,0.93,2364017,7643,1.3,27.6,24.7,76.2,3.4
354,32,32.7,739,23654,2387639,0.93,2363985,7643,0.5,27.7,24.8,75.6,3.5
355,6,31.9,731,23660,2387639,0.89,2363979,7643,0.5,27.8,25.0,75.8,3.4
356,8,31.7,722,23668,2387639,0.9,2363971,7643,0.0,28.0,25.2,74.9,3.7
357,16,26.6,681,23684,2388248,0.78,2364564,7645,0.0,28.0,25.3,74.0,3.8
358,2,23.4,651,23686,2388248,0.71,2364562,7645,0.2,27.9,25.4,73.8,3.7
359,90,27.6,665,23776,2388248,0.82,2364472,7645,1.5,27.7,25.3,74.7,3.6
360,45,28.4,681,23821,2388248,0.86,2364427,7645,2.8,27.5,24.9,75.6,3.7
361,24,27.3,665,23845,2388248,0.83,2364403,7645,5.5,27.4,24.8,76.3,3.7
362,20,29.3,679,23865,2388248,0.92,2364383,7645,5.8,27.2,24.7,76.4,3.8
363,8,29.3,673,23873,2388248,0.92,2364375,7645,5.8,27.0,24.5,77.4,3.6
364,12,28.7,625,23885,2388248,1.08,2364363,7645,6.0,26.9,24.4,78.7,3.5
365,16,30.7,611,23901,2388857,1.31,2364956,7647,6.9,26.9,24.4,79.4,3.7
366,94,31.3,647,23995,2388857,1.13,2364862,7647,5.8,27.0,24.4,78.4,3.7
367,36,30.0,641,24031,2388857,1.06,2364826,7647,6.2,27.0,24.3,78.4,3.5
368,42,32.6,648,24073,2388857,1.19,2364784,7647,8.4,27.0,24.2,78.6,3.3
369,10,31.1,646,24083,2388857,1.06,2364774,7647,8.2,27.1,24.1,77.7,3.3
370,20,32.9,657,24103,2388857,1.12,2364754,7647,8.1,27.1,24.0,76.8,3.2
371,64,40.3,669,24167,2388857,1.4,2364690,7647,7.9,27.2,24.1,76.7,3.3
372,48,44.9,693,24215,2389466,1.46,2365251,7649,6.8,27.3,24.2,76.8,3.1
373,79,42.7,711,24294,2389466,1.37,2365172,7649,6.8,27.3,24.1,76.5,3.1
374,45,44.0,717,24339,2389466,1.47,2365127,7649,5.0,27.4,24.3,75.6,3.3
375,50,45.1,735,24389,2389466,1.39,2365077,7649,0.3,27.3,24.3,76.2,3.2
376,18,46.3,747,24407,2389466,1.49,2365059,7649,1.1,27.4,24.3,77.0,3.2
377,12,45.1,751,24419,2389466,1.37,2365047,7649,2.3,27.2,24.3,78.4,3.3
378,43,42.1,778,24462,2389466,1.05,2365004,7649,10.5,27.0,24.0,79.6,3.1
379,57,43.4,833,24519,2390075,0.97,2365556,7651,13.6,26.9,23.9,79.6,3.1
